56.7085,31.4718,17.8869
58.5281,33.0317,24.7761
61.6681,35.4104,21.4504
55.5217,34.4964,16.8104
63.0076,34.8581,19.8795
57.434,30.9608,17.4804
57.8472,28.4847,22.8494
51.4697,26.5461,21.5679
55.4384,31.9571,19.288
56.8704,33.4197,21.8117
48.7905,34.392,19.6225
53.3306,33.2444,22.0337
53.106,33.9061,22.2482
53.0028,29.5062,16.7634
50.0166,35.7574,25.5926
53.65,32.9671,24.518
56.5626,26.4257,18.3364
57.2576,31.8689,20.8026
56.7623,28.605,18.3888
55.2359,33.6062,21.6311
58.7354,22.0336,58.0914
56.1667,26.5846,60.629
56.5571,20.2626,58.1551
51.109,24.9166,58.2771
48.2877,21.37,59.7359
55.1651,21.0191,60
57.9477,18.6387,59.696
55.9535,22.5949,64.2613
56.8654,27.5058,56.4308
56.1506,22.1039,56.7137
57.6671,23.6268,57.9094
60.4806,19.4687,62.6123
54.8669,25.4087,63.213
58.498,17.4464,62.7511
56.9177,18.8231,60.609
53.5896,25.5885,63.2279
59.2286,25.7254,61.3038
54.6314,22.6679,62.103
62.0222,21.8218,59.9018
51.2756,22.5769,60.7224
65.5996,49.737,74.7432
61.5806,52.8753,79.9235
72.2705,48.2236,77.1099
67.4658,46.8877,76.4363
69.3265,55.281,78.5418
66.5054,53.6374,83.7405
63.3755,51.4453,80.2289
69.6699,50.1758,80.7207
69.2679,49.3485,80.4864
69.0322,51.8177,78.0904
66.624,47.6741,74.0056
62.3618,54.0891,75.3002
68.1647,49.2754,73.8936
67.8337,56.5176,76.7004
65.7889,53.2196,78.59
63.6893,54.6718,76.1575
65.6905,47.4067,83.7594
70.4979,50.4322,77.4076
71.4674,48.9796,78.9763
66.4374,51.9595,76.7721
